ENA|CP003859|CP003859.1	Streptococcus	constellatus	C1050
Fused/Bacteria/Acinetobacter/baumannii/470.1345.fna;GenomePos=815396;interval=101-175;Tm=77.91;Ncor=11	Acinetobacter	baumannii	470.1345
Fused/Bacteria/Acinetobacter/baumannii/470.1345.fna;GenomePos=1339376;interval=101-175;Tm=72.42;Ncor=16	Acinetobacter	baumannii	470.1345
Fused/Bacteria/Acinetobacter/baumannii/470.1345.fna;GenomePos=1339770;interval=101-175;Tm=74.72;Ncor=16	Acinetobacter	baumannii	470.1345
Fused/Bacteria/Acinetobacter/baumannii/470.1345.fna;GenomePos=1340164;interval=101-175;Tm=73.81;Ncor=16	Acinetobacter	baumannii	470.1345
Fused/Bacteria/Acinetobacter/baumannii/470.1345.fna;GenomePos=1340558;interval=101-175;Tm=74.02;Ncor=16	Acinetobacter	baumannii	470.1345
Fused/Bacteria/Acinetobacter/baumannii/470.1345.fna;GenomePos=1340952;interval=101-175;Tm=74.84;Ncor=16	Acinetobacter	baumannii	470.1345
Fused/Bacteria/Acinetobacter/baumannii/470.1345.fna;GenomePos=1341346;interval=101-175;Tm=73.57;Ncor=16	Acinetobacter	baumannii	470.1345
Fused/Bacteria/Acinetobacter/baumannii/470.1345.fna;GenomePos=1341740;interval=101-175;Tm=71.30;Ncor=16	Acinetobacter	baumannii	470.1345
Fused/Bacteria/Acinetobacter/baumannii/470.1345.fna;GenomePos=1345102;interval=101-175;Tm=72.95;Ncor=16	Acinetobacter	baumannii	470.1345
Fused/Bacteria/Acinetobacter/baumannii/470.1345.fna;GenomePos=1346349;interval=101-175;Tm=75.17;Ncor=16	Acinetobacter	baumannii	470.1345
Fused/Bacteria/Acinetobacter/baumannii/470.1345.fna;GenomePos=1346684;interval=101-175;Tm=75.97;Ncor=16	Acinetobacter	baumannii	470.1345
Fused/Bacteria/Acinetobacter/baumannii/470.1345.fna;GenomePos=1347019;interval=101-175;Tm=72.71;Ncor=16	Acinetobacter	baumannii	470.1345
Fused/Bacteria/Acinetobacter/baumannii/470.1345.fna;GenomePos=1353756;interval=101-175;Tm=71.58;Ncor=16	Acinetobacter	baumannii	470.1345
Fused/Bacteria/Acinetobacter/baumannii/470.1345.fna;GenomePos=1622455;interval=101-175;Tm=76.07;Ncor=18	Acinetobacter	baumannii	470.1345
Fused/Bacteria/Acinetobacter/baumannii/470.1345.fna;GenomePos=1627340;interval=101-175;Tm=78.65;Ncor=18	Acinetobacter	baumannii	470.1345
Fused/Bacteria/Acinetobacter/baumannii/470.1345.fna;GenomePos=1747395;interval=101-175;Tm=72.32;Ncor=18	Acinetobacter	baumannii	470.1345
Fused/Bacteria/Burkholderia/pseudomalli/28450.656.fna;GenomePos=450568;interval=101-175;Tm=81.21;Ncor=2	Burkholderia	pseudomalli	28450.656
Fused/Bacteria/Burkholderia/pseudomalli/28450.656.fna;GenomePos=451596;interval=101-175;Tm=83.29;Ncor=2	Burkholderia	pseudomalli	28450.656
Fused/Bacteria/Burkholderia/pseudomalli/28450.656.fna;GenomePos=452624;interval=101-175;Tm=83.43;Ncor=2	Burkholderia	pseudomalli	28450.656
Fused/Bacteria/Burkholderia/pseudomalli/28450.656.fna;GenomePos=617795;interval=101-175;Tm=80.70;Ncor=2	Burkholderia	pseudomalli	28450.656
Fused/Bacteria/Burkholderia/pseudomalli/28450.656.fna;GenomePos=619654;interval=101-175;Tm=78.79;Ncor=2	Burkholderia	pseudomalli	28450.656
Fused/Bacteria/Burkholderia/pseudomalli/28450.656.fna;GenomePos=620302;interval=101-175;Tm=77.50;Ncor=2	Burkholderia	pseudomalli	28450.656
Fused/Bacteria/Burkholderia/pseudomalli/28450.656.fna;GenomePos=620950;interval=101-175;Tm=80.31;Ncor=2	Burkholderia	pseudomalli	28450.656
Fused/Bacteria/Burkholderia/pseudomalli/28450.656.fna;GenomePos=1205530;interval=101-175;Tm=82.30;Ncor=9	Burkholderia	pseudomalli	28450.656
Fused/Bacteria/Burkholderia/pseudomalli/28450.656.fna;GenomePos=1206099;interval=101-175;Tm=85.33;Ncor=9	Burkholderia	pseudomalli	28450.656
Fused/Bacteria/Burkholderia/pseudomalli/28450.656.fna;GenomePos=1206669;interval=101-175;Tm=76.52;Ncor=9	Burkholderia	pseudomalli	28450.656
Fused/Bacteria/Burkholderia/pseudomalli/28450.656.fna;GenomePos=1207808;interval=101-175;Tm=79.29;Ncor=9	Burkholderia	pseudomalli	28450.656
Fused/Bacteria/Burkholderia/pseudomalli/28450.656.fna;GenomePos=1210233;interval=101-175;Tm=79.71;Ncor=9	Burkholderia	pseudomalli	28450.656
Fused/Bacteria/Burkholderia/pseudomalli/28450.656.fna;GenomePos=1211293;interval=101-175;Tm=84.46;Ncor=9	Burkholderia	pseudomalli	28450.656
Fused/Bacteria/Burkholderia/pseudomalli/28450.656.fna;GenomePos=1212353;interval=101-175;Tm=81.01;Ncor=9	Burkholderia	pseudomalli	28450.656
Fused/Bacteria/Burkholderia/pseudomalli/28450.656.fna;GenomePos=1221488;interval=101-175;Tm=86.36;Ncor=9	Burkholderia	pseudomalli	28450.656
Fused/Bacteria/Burkholderia/pseudomalli/28450.656.fna;GenomePos=1225138;interval=101-175;Tm=83.18;Ncor=9	Burkholderia	pseudomalli	28450.656
Fused/Bacteria/Burkholderia/pseudomalli/28450.656.fna;GenomePos=1226838;interval=101-175;Tm=77.08;Ncor=9	Burkholderia	pseudomalli	28450.656
Fused/Bacteria/Burkholderia/pseudomalli/28450.656.fna;GenomePos=1227835;interval=101-175;Tm=81.19;Ncor=9	Burkholderia	pseudomalli	28450.656
Fused/Bacteria/Burkholderia/pseudomalli/28450.656.fna;GenomePos=1228832;interval=101-175;Tm=77.15;Ncor=9	Burkholderia	pseudomalli	28450.656
Fused/Bacteria/Burkholderia/pseudomalli/28450.656.fna;GenomePos=1231965;interval=101-175;Tm=83.59;Ncor=9	Burkholderia	pseudomalli	28450.656
Fused/Bacteria/Burkholderia/multivorans/985079.5.fna;GenomePos=693921;interval=101-175;Tm=79.94;Ncor=3	Burkholderia	multivorans	985079.5
Fused/Bacteria/Burkholderia/multivorans/985079.5.fna;GenomePos=838455;interval=101-175;Tm=82.65;Ncor=3	Burkholderia	multivorans	985079.5
Fused/Bacteria/Burkholderia/multivorans/985079.5.fna;GenomePos=1075594;interval=101-175;Tm=80.36;Ncor=6	Burkholderia	multivorans	985079.5
Fused/Bacteria/Burkholderia/multivorans/985079.5.fna;GenomePos=1076531;interval=101-175;Tm=80.68;Ncor=6	Burkholderia	multivorans	985079.5
Fused/Bacteria/Burkholderia/multivorans/985079.5.fna;GenomePos=1077467;interval=101-175;Tm=77.35;Ncor=6	Burkholderia	multivorans	985079.5
Fused/Bacteria/Burkholderia/multivorans/985079.5.fna;GenomePos=1120056;interval=101-175;Tm=84.14;Ncor=6	Burkholderia	multivorans	985079.5
Fused/Bacteria/Burkholderia/multivorans/985079.5.fna;GenomePos=1121085;interval=101-175;Tm=83.18;Ncor=6	Burkholderia	multivorans	985079.5
Fused/Bacteria/Burkholderia/multivorans/985079.5.fna;GenomePos=1122114;interval=101-175;Tm=83.45;Ncor=6	Burkholderia	multivorans	985079.5
Fused/Bacteria/Burkholderia/multivorans/985079.5.fna;GenomePos=1123144;interval=101-175;Tm=83.79;Ncor=6	Burkholderia	multivorans	985079.5
Fused/Bacteria/Burkholderia/multivorans/985079.5.fna;GenomePos=1124173;interval=101-175;Tm=80.41;Ncor=6	Burkholderia	multivorans	985079.5
Fused/Bacteria/Burkholderia/multivorans/985079.5.fna;GenomePos=1125202;interval=101-175;Tm=79.65;Ncor=6	Burkholderia	multivorans	985079.5
Fused/Bacteria/Burkholderia/multivorans/985079.5.fna;GenomePos=1210958;interval=101-175;Tm=79.60;Ncor=6	Burkholderia	multivorans	985079.5
Fused/Bacteria/Burkholderia/multivorans/985079.5.fna;GenomePos=1211864;interval=101-175;Tm=83.01;Ncor=6	Burkholderia	multivorans	985079.5
Fused/Bacteria/Burkholderia/multivorans/985079.5.fna;GenomePos=1212770;interval=101-175;Tm=77.53;Ncor=6	Burkholderia	multivorans	985079.5
Fused/Bacteria/Burkholderia/multivorans/985079.5.fna;GenomePos=1236527;interval=101-175;Tm=82.96;Ncor=6	Burkholderia	multivorans	985079.5
Fused/Bacteria/Burkholderia/multivorans/985079.5.fna;GenomePos=1491785;interval=101-175;Tm=82.70;Ncor=8	Burkholderia	multivorans	985079.5
Fused/Bacteria/Burkholderia/multivorans/985079.5.fna;GenomePos=1494554;interval=101-175;Tm=82.97;Ncor=8	Burkholderia	multivorans	985079.5
Fused/Bacteria/Burkholderia/multivorans/985079.5.fna;GenomePos=1585248;interval=101-175;Tm=80.53;Ncor=9	Burkholderia	multivorans	985079.5
Fused/Bacteria/Burkholderia/multivorans/985079.5.fna;GenomePos=1621117;interval=101-175;Tm=81.05;Ncor=9	Burkholderia	multivorans	985079.5
Fused/Bacteria/Burkholderia/multivorans/985079.5.fna;GenomePos=1725612;interval=101-175;Tm=82.18;Ncor=11	Burkholderia	multivorans	985079.5
Fused/Bacteria/Neisseria/meningitidis/487.1301.fna;GenomePos=750351;interval=101-175;Tm=80.82;Ncor=4	Neisseria	meningitidis	487.1301
Fused/Bacteria/Neisseria/meningitidis/487.1301.fna;GenomePos=751079;interval=101-175,121-195,381-455,468-542,478-552,498-572,518-592,538-612,558-632,578-652,598-672,608-682,693-767;Tm=81.36;Ncor=4	Neisseria	meningitidis	487.1301
Fused/Bacteria/Neisseria/meningitidis/487.1301.fna;GenomePos=751980;interval=101-175,122-196,141-215;Tm=84.86;Ncor=4	Neisseria	meningitidis	487.1301
Fused/Bacteria/Neisseria/meningitidis/487.1301.fna;GenomePos=752498;interval=101-175,115-189,128-202;Tm=82.74;Ncor=4	Neisseria	meningitidis	487.1301
Fused/Bacteria/Burkholderia/thailandensis/Core.fna;GenomePos=396695;interval=101-175;Tm=78.84;Ncor=0	Burkholderia	thailandensis	NA
Fused/Bacteria/Burkholderia/thailandensis/Core.fna;GenomePos=964707;interval=101-175;Tm=79.18;Ncor=0	Burkholderia	thailandensis	NA
Fused/Bacteria/Burkholderia/thailandensis/Core.fna;GenomePos=1203327;interval=101-175;Tm=73.67;Ncor=0	Burkholderia	thailandensis	NA
Fused/Bacteria/Burkholderia/thailandensis/Core.fna;GenomePos=1504888;interval=101-175;Tm=80.57;Ncor=0	Burkholderia	thailandensis	NA
Fused/Bacteria/Burkholderia/thailandensis/Core.fna;GenomePos=1505192;interval=101-175;Tm=82.76;Ncor=0	Burkholderia	thailandensis	NA
Fused/Bacteria/Burkholderia/thailandensis/Core.fna;GenomePos=1505495;interval=101-175;Tm=83.42;Ncor=0	Burkholderia	thailandensis	NA
Fused/Bacteria/Burkholderia/thailandensis/Core.fna;GenomePos=1540473;interval=101-175;Tm=86.18;Ncor=0	Burkholderia	thailandensis	NA
Fused/Bacteria/Burkholderia/thailandensis/Core.fna;GenomePos=1700145;interval=101-175,358-432,614-688;Tm=85.07;Ncor=0	Burkholderia	thailandensis	NA
Fused/Bacteria/Burkholderia/thailandensis/Core.fna;GenomePos=1958490;interval=101-175;Tm=85.39;Ncor=0	Burkholderia	thailandensis	NA
Fused/Bacteria/Burkholderia/thailandensis/Core.fna;GenomePos=2046693;interval=101-175;Tm=76.25;Ncor=0	Burkholderia	thailandensis	NA
Fused/Bacteria/Burkholderia/thailandensis/Core.fna;GenomePos=2205118;interval=101-175;Tm=83.61;Ncor=0	Burkholderia	thailandensis	NA
Fused/Bacteria/Burkholderia/thailandensis/Core.fna;GenomePos=2500421;interval=101-175;Tm=83.61;Ncor=0	Burkholderia	thailandensis	NA
Fused/Bacteria/Burkholderia/thailandensis/Core.fna;GenomePos=2613213;interval=101-175;Tm=80.66;Ncor=0	Burkholderia	thailandensis	NA
Fused/Bacteria/Burkholderia/thailandensis/Core.fna;GenomePos=3515254;interval=101-175;Tm=82.35;Ncor=0	Burkholderia	thailandensis	NA
Fused/Bacteria/Burkholderia/thailandensis/Core.fna;GenomePos=3556866;interval=101-175;Tm=81.39;Ncor=0	Burkholderia	thailandensis	NA
Fused/Bacteria/Burkholderia/thailandensis/Core.fna;GenomePos=4342727;interval=101-175;Tm=83.17;Ncor=0	Burkholderia	thailandensis	NA
Fused/Bacteria/Burkholderia/thailandensis/Core.fna;GenomePos=4539792;interval=101-175;Tm=84.18;Ncor=0	Burkholderia	thailandensis	NA
Fused/Bacteria/Burkholderia/thailandensis/Core.fna;GenomePos=4540701;interval=101-175;Tm=82.67;Ncor=0	Burkholderia	thailandensis	NA
Fused/Bacteria/Pseudomonas/aeruginosa/287.4554.fna;GenomePos=246660;interval=101-175;Tm=78.49;Ncor=3	Pseudomonas	aeruginosa	287.4554
Fused/Bacteria/Pseudomonas/aeruginosa/287.4554.fna;GenomePos=250712;interval=101-175;Tm=80.76;Ncor=3	Pseudomonas	aeruginosa	287.4554
Fused/Bacteria/Pseudomonas/aeruginosa/287.4554.fna;GenomePos=251576;interval=101-175;Tm=77.18;Ncor=3	Pseudomonas	aeruginosa	287.4554
Fused/Bacteria/Pseudomonas/aeruginosa/287.4554.fna;GenomePos=252440;interval=101-175;Tm=77.94;Ncor=3	Pseudomonas	aeruginosa	287.4554
Fused/Bacteria/Pseudomonas/aeruginosa/287.4554.fna;GenomePos=254138;interval=101-175;Tm=86.11;Ncor=3	Pseudomonas	aeruginosa	287.4554
Fused/Bacteria/Pseudomonas/aeruginosa/287.4554.fna;GenomePos=254858;interval=101-175;Tm=85.28;Ncor=3	Pseudomonas	aeruginosa	287.4554
Fused/Bacteria/Pseudomonas/aeruginosa/287.4554.fna;GenomePos=255578;interval=101-175;Tm=80.00;Ncor=3	Pseudomonas	aeruginosa	287.4554
Fused/Bacteria/Pseudomonas/aeruginosa/287.4554.fna;GenomePos=477884;interval=101-175;Tm=77.90;Ncor=8	Pseudomonas	aeruginosa	287.4554
Fused/Bacteria/Pseudomonas/aeruginosa/287.4554.fna;GenomePos=480246;interval=101-175;Tm=84.46;Ncor=8	Pseudomonas	aeruginosa	287.4554
Fused/Bacteria/Pseudomonas/aeruginosa/287.4554.fna;GenomePos=481389;interval=101-175;Tm=75.38;Ncor=8	Pseudomonas	aeruginosa	287.4554
Fused/Bacteria/Pseudomonas/aeruginosa/287.4554.fna;GenomePos=482532;interval=101-175;Tm=74.59;Ncor=8	Pseudomonas	aeruginosa	287.4554
Fused/Bacteria/Pseudomonas/aeruginosa/287.4554.fna;GenomePos=506885;interval=101-175;Tm=77.79;Ncor=8	Pseudomonas	aeruginosa	287.4554
Fused/Bacteria/Pseudomonas/aeruginosa/287.4554.fna;GenomePos=545175;interval=101-175;Tm=77.45;Ncor=9	Pseudomonas	aeruginosa	287.4554
Fused/Bacteria/Pseudomonas/aeruginosa/287.4554.fna;GenomePos=554572;interval=101-175;Tm=81.35;Ncor=9	Pseudomonas	aeruginosa	287.4554
Fused/Bacteria/Pseudomonas/aeruginosa/287.4554.fna;GenomePos=981140;interval=101-175;Tm=81.19;Ncor=13	Pseudomonas	aeruginosa	287.4554
Fused/Bacteria/Pseudomonas/aeruginosa/287.4554.fna;GenomePos=1043389;interval=101-175;Tm=77.47;Ncor=14	Pseudomonas	aeruginosa	287.4554
Fused/Bacteria/Pseudomonas/aeruginosa/287.4554.fna;GenomePos=1044322;interval=101-175;Tm=79.58;Ncor=14	Pseudomonas	aeruginosa	287.4554
Fused/Bacteria/Pseudomonas/aeruginosa/287.4554.fna;GenomePos=1045255;interval=101-175;Tm=83.61;Ncor=14	Pseudomonas	aeruginosa	287.4554
Fused/Bacteria/Pseudomonas/aeruginosa/287.4554.fna;GenomePos=1188505;interval=101-175;Tm=72.15;Ncor=16	Pseudomonas	aeruginosa	287.4554
Fused/Bacteria/Pseudomonas/aeruginosa/287.4554.fna;GenomePos=1324012;interval=101-175;Tm=78.36;Ncor=23	Pseudomonas	aeruginosa	287.4554
Fused/Bacteria/Klebsiella/pneumoniae/573.7352.fna;GenomePos=1644968;interval=101-175,108-182,112-186;Tm=80.04;Ncor=26	Klebsiella	pneumoniae	573.7352
Fused/Bacteria/Klebsiella/pneumoniae/573.7352.fna;GenomePos=1967442;interval=13-87;Tm=75.78;Ncor=26	Klebsiella	pneumoniae	573.7352
Fused/Bacteria/Klebsiella/pneumoniae/573.7352.fna;GenomePos=2127246;interval=101-175,105-179,108-182,111-185,114-188,117-191,120-194;Tm=84.55;Ncor=26	Klebsiella	pneumoniae	573.7352
Fused/Bacteria/Helicobacter/pylori/210.2072.fna;GenomePos=181267;interval=101-175,192-266,281-355;Tm=74.53;Ncor=1	Helicobacter	pylori	210.2072
Fused/Bacteria/Helicobacter/pylori/210.2072.fna;GenomePos=182403;interval=101-175;Tm=74.44;Ncor=1	Helicobacter	pylori	210.2072
Fused/Bacteria/Helicobacter/pylori/210.2072.fna;GenomePos=182775;interval=101-175,196-270,290-364;Tm=74.64;Ncor=1	Helicobacter	pylori	210.2072
Fused/Bacteria/Bordetella/pertussis/520.423.fna;GenomePos=4508;interval=101-175,107-181,111-185,117-191;Tm=85.95;Ncor=0	Bordetella	pertussis	520.423
Fused/Bacteria/Bordetella/pertussis/520.423.fna;GenomePos=8063;interval=101-175;Tm=87.25;Ncor=0	Bordetella	pertussis	520.423
Fused/Bacteria/Shigella/boydii/621.85.fna;GenomePos=42400;interval=101-175;Tm=76.70;Ncor=1	Shigella	boydii	621.85
Fused/Bacteria/Shigella/boydii/621.85.fna;GenomePos=60808;interval=101-175,225-299,347-421;Tm=79.02;Ncor=1	Shigella	boydii	621.85
Fused/Bacteria/Shigella/boydii/621.85.fna;GenomePos=148420;interval=101-175;Tm=72.75;Ncor=5	Shigella	boydii	621.85
Fused/Bacteria/Shigella/boydii/621.85.fna;GenomePos=191240;interval=101-175;Tm=76.10;Ncor=6	Shigella	boydii	621.85
Fused/Bacteria/Shigella/boydii/621.85.fna;GenomePos=192905;interval=101-175;Tm=73.03;Ncor=6	Shigella	boydii	621.85
Fused/Bacteria/Shigella/boydii/621.85.fna;GenomePos=203309;interval=101-175;Tm=77.16;Ncor=6	Shigella	boydii	621.85
Fused/Bacteria/Shigella/boydii/621.85.fna;GenomePos=256175;interval=101-175,202-276,301-375,501-575,601-675,701-775;Tm=72.45;Ncor=7	Shigella	boydii	621.85
Fused/Bacteria/Shigella/boydii/621.85.fna;GenomePos=257059;interval=101-175,262-336,422-496;Tm=76.86;Ncor=7	Shigella	boydii	621.85
Fused/Bacteria/Shigella/boydii/621.85.fna;GenomePos=331758;interval=101-175;Tm=74.77;Ncor=11	Shigella	boydii	621.85
Fused/Bacteria/Shigella/boydii/621.85.fna;GenomePos=332544;interval=101-175,247-321;Tm=73.59;Ncor=11	Shigella	boydii	621.85
Fused/Bacteria/Burkholderia/pseudomalli/1249659.3.fna;GenomePos=189086;interval=101-175,105-179;Tm=89.09;Ncor=3	Burkholderia	pseudomalli	1249659.3
Fused/Bacteria/Burkholderia/pseudomalli/1249659.3.fna;GenomePos=877563;interval=101-175,107-181;Tm=83.62;Ncor=7	Burkholderia	pseudomalli	1249659.3
Fused/Bacteria/Burkholderia/pseudomalli/1249659.3.fna;GenomePos=1057245;interval=101-175,105-179;Tm=88.93;Ncor=10	Burkholderia	pseudomalli	1249659.3
Fused/Bacteria/Burkholderia/pseudomalli/1249659.3.fna;GenomePos=1772959;interval=101-175;Tm=88.19;Ncor=14	Burkholderia	pseudomalli	1249659.3
Fused/Bacteria/Klebsiella/pneumoniae/573.5649.fna;GenomePos=695739;interval=101-175;Tm=75.36;Ncor=4	Klebsiella	pneumoniae	573.5649
Fused/Bacteria/Klebsiella/pneumoniae/573.5649.fna;GenomePos=786037;interval=101-175;Tm=75.51;Ncor=5	Klebsiella	pneumoniae	573.5649
Fused/Bacteria/Klebsiella/pneumoniae/573.5649.fna;GenomePos=786535;interval=101-175;Tm=75.52;Ncor=5	Klebsiella	pneumoniae	573.5649
Fused/Bacteria/Klebsiella/pneumoniae/573.5649.fna;GenomePos=787032;interval=101-175;Tm=83.49;Ncor=5	Klebsiella	pneumoniae	573.5649
Fused/Bacteria/Klebsiella/pneumoniae/573.5649.fna;GenomePos=1022216;interval=101-175;Tm=77.49;Ncor=6	Klebsiella	pneumoniae	573.5649
Fused/Bacteria/Klebsiella/pneumoniae/573.5649.fna;GenomePos=1383285;interval=101-175;Tm=81.99;Ncor=14	Klebsiella	pneumoniae	573.5649
Fused/Bacteria/Klebsiella/pneumoniae/573.5649.fna;GenomePos=1447186;interval=101-175;Tm=72.02;Ncor=14	Klebsiella	pneumoniae	573.5649
Fused/Bacteria/Klebsiella/pneumoniae/573.5649.fna;GenomePos=1447720;interval=101-175;Tm=76.29;Ncor=14	Klebsiella	pneumoniae	573.5649
Fused/Bacteria/Klebsiella/pneumoniae/573.5649.fna;GenomePos=1448254;interval=101-175;Tm=73.93;Ncor=14	Klebsiella	pneumoniae	573.5649
Fused/Bacteria/Klebsiella/pneumoniae/573.5649.fna;GenomePos=1448788;interval=101-175;Tm=77.88;Ncor=14	Klebsiella	pneumoniae	573.5649
Fused/Bacteria/Klebsiella/pneumoniae/573.5649.fna;GenomePos=1449322;interval=101-175;Tm=75.94;Ncor=14	Klebsiella	pneumoniae	573.5649
Fused/Bacteria/Klebsiella/pneumoniae/573.5649.fna;GenomePos=1449856;interval=101-175;Tm=78.17;Ncor=14	Klebsiella	pneumoniae	573.5649
Fused/Bacteria/Klebsiella/pneumoniae/573.5649.fna;GenomePos=1450390;interval=101-175;Tm=74.12;Ncor=14	Klebsiella	pneumoniae	573.5649
Fused/Bacteria/Klebsiella/pneumoniae/573.5649.fna;GenomePos=1472105;interval=101-175;Tm=76.55;Ncor=15	Klebsiella	pneumoniae	573.5649
Fused/Bacteria/Klebsiella/pneumoniae/573.5649.fna;GenomePos=1520817;interval=101-175;Tm=84.05;Ncor=15	Klebsiella	pneumoniae	573.5649
Fused/Bacteria/Klebsiella/pneumoniae/573.5649.fna;GenomePos=1521609;interval=101-175;Tm=79.43;Ncor=15	Klebsiella	pneumoniae	573.5649
Fused/Bacteria/Klebsiella/pneumoniae/573.5649.fna;GenomePos=1522400;interval=101-175;Tm=80.44;Ncor=15	Klebsiella	pneumoniae	573.5649
Fused/Bacteria/Klebsiella/pneumoniae/573.5649.fna;GenomePos=1525487;interval=101-175;Tm=79.14;Ncor=15	Klebsiella	pneumoniae	573.5649
Fused/Bacteria/Klebsiella/pneumoniae/573.5649.fna;GenomePos=1525938;interval=101-175;Tm=79.53;Ncor=15	Klebsiella	pneumoniae	573.5649
Fused/Bacteria/Klebsiella/pneumoniae/573.5649.fna;GenomePos=1526389;interval=101-175;Tm=77.38;Ncor=15	Klebsiella	pneumoniae	573.5649
Fused/Bacteria/Escherichia/coli/562.19158.fna;GenomePos=404435;interval=101-175;Tm=79.06;Ncor=4	Escherichia	coli	562.19158
Fused/Bacteria/Escherichia/coli/562.19158.fna;GenomePos=405692;interval=101-175;Tm=77.71;Ncor=4	Escherichia	coli	562.19158
Fused/Bacteria/Escherichia/coli/562.19158.fna;GenomePos=1195831;interval=101-175;Tm=73.36;Ncor=12	Escherichia	coli	562.19158
Fused/Bacteria/Escherichia/coli/562.19158.fna;GenomePos=1201397;interval=101-175;Tm=77.97;Ncor=12	Escherichia	coli	562.19158
Fused/Bacteria/Escherichia/coli/562.19158.fna;GenomePos=1203235;interval=101-175,230-304;Tm=72.43;Ncor=12	Escherichia	coli	562.19158
Fused/Bacteria/Escherichia/coli/562.19158.fna;GenomePos=1203785;interval=101-175;Tm=77.02;Ncor=12	Escherichia	coli	562.19158
Fused/Bacteria/Escherichia/coli/562.19158.fna;GenomePos=1206083;interval=101-175;Tm=76.03;Ncor=12	Escherichia	coli	562.19158
Fused/Bacteria/Escherichia/coli/562.19158.fna;GenomePos=1207135;interval=101-175;Tm=72.18;Ncor=12	Escherichia	coli	562.19158
Fused/Bacteria/Escherichia/coli/562.19158.fna;GenomePos=1207707;interval=101-175;Tm=71.10;Ncor=12	Escherichia	coli	562.19158
Fused/Bacteria/Escherichia/coli/562.19158.fna;GenomePos=1381618;interval=101-175,256-330,410-484,564-638,717-791,871-945,1025-1099;Tm=74.08;Ncor=14	Escherichia	coli	562.19158
Fused/Bacteria/Escherichia/coli/562.19158.fna;GenomePos=1383632;interval=101-175,290-364,478-552;Tm=76.60;Ncor=14	Escherichia	coli	562.19158
Fused/Bacteria/Neisseria/meningitidis/487.517.fna;GenomePos=83131;interval=97-171;Tm=78.47;Ncor=0	Neisseria	meningitidis	487.517
Fused/Bacteria/Neisseria/meningitidis/487.517.fna;GenomePos=157072;interval=101-175,111-185,121-195,130-204,139-213,148-222,158-232,167-241,177-251,186-260;Tm=80.22;Ncor=0	Neisseria	meningitidis	487.517
Fused/Bacteria/Neisseria/meningitidis/487.517.fna;GenomePos=157646;interval=101-175;Tm=81.91;Ncor=0	Neisseria	meningitidis	487.517
Fused/Bacteria/Neisseria/meningitidis/487.517.fna;GenomePos=161234;interval=101-175,110-184;Tm=84.96;Ncor=0	Neisseria	meningitidis	487.517
Fused/Bacteria/Neisseria/meningitidis/487.517.fna;GenomePos=595576;interval=101-175,108-182;Tm=83.12;Ncor=3	Neisseria	meningitidis	487.517
Fused/Bacteria/Neisseria/meningitidis/487.517.fna;GenomePos=830659;interval=101-175;Tm=72.96;Ncor=5	Neisseria	meningitidis	487.517
Fused/Bacteria/Neisseria/meningitidis/487.517.fna;GenomePos=831017;interval=101-175;Tm=74.45;Ncor=5	Neisseria	meningitidis	487.517
Fused/Bacteria/Staphylococcus/lugdunensis/28035.9.fna;GenomePos=492351;interval=101-175;Tm=71.20;Ncor=24	Staphylococcus	lugdunensis	28035.9
Fused/Bacteria/Staphylococcus/lugdunensis/28035.9.fna;GenomePos=492856;interval=101-175;Tm=74.61;Ncor=24	Staphylococcus	lugdunensis	28035.9
